date,net_trading_volume,net_trading_value_billion_vnd,buy_volume,buy_value_billion_vnd,sell_volume,sell_value_billion_vnd,remaining_room,current_ownership,ticker
2024-04-26,0,0.0,0,0.0,0,0.0,28908060,0.82,bli
2024-04-25,0,0.0,0,0.0,0,0.0,28908059,0.0,bli
2024-04-24,0,0.0,0,0.0,0,0.0,28908059,0.0,bli
2024-04-23,0,0.0,0,0.0,0,0.0,28908060,0.82,bli
2024-04-22,400,0.0,400,0.0,0,0.0,28908060,0.82,bli
2024-04-19,0,0.0,0,0.0,0,0.0,28908459,0.0,bli
2024-04-17,0,0.0,0,0.0,0,0.0,28908459,0.0,bli
2024-04-16,0,0.0,0,0.0,0,0.0,28908459,0.0,bli
2024-04-15,0,0.0,0,0.0,0,0.0,28908459,0.0,bli
2024-04-12,0,0.0,0,0.0,0,0.0,28908460,0.82,bli
2024-04-11,0,0.0,0,0.0,0,0.0,28908460,0.82,bli
2024-04-10,0,0.0,0,0.0,0,0.0,28908459,0.0,bli
2024-04-09,15000,0.16,15000,0.16,0,0.0,28908459,0.0,bli
2024-04-08,1200,0.01,1200,0.01,0,0.0,28923459,0.0,bli
2024-04-05,0,0.0,0,0.0,0,0.0,28924660,0.79,bli
2024-04-04,0,0.0,0,0.0,0,0.0,28924659,0.0,bli
2024-04-03,0,0.0,0,0.0,0,0.0,28924660,0.79,bli
2024-04-02,10000,0.11,10000,0.11,0,0.0,28924659,0.0,bli
2024-04-01,0,0.0,0,0.0,0,0.0,28934660,0.78,bli
2024-03-29,0,0.0,0,0.0,0,0.0,28934660,0.78,bli
2024-03-28,0,0.0,0,0.0,0,0.0,28934660,0.78,bli
2024-03-27,0,0.0,0,0.0,0,0.0,28934660,0.78,bli
2024-03-26,0,0.0,0,0.0,0,0.0,28934659,0.0,bli
2024-03-25,1900,0.02,1900,0.02,0,0.0,28934660,0.78,bli
2024-03-22,0,0.0,0,0.0,0,0.0,28935859,0.0,bli
2024-03-21,-700,-0.01,0,0.0,700,0.01,28935859,0.0,bli
2024-03-20,1000,0.01,1000,0.01,0,0.0,28935559,0.0,bli
2024-03-19,1000,0.01,1000,0.01,0,0.0,28936560,0.77,bli
2024-03-18,-300,-0.0,0,0.0,300,0.0,28937560,0.77,bli
2024-03-15,0,0.0,0,0.0,0,0.0,28937559,0.0,bli
2024-03-14,0,0.0,0,0.0,0,0.0,28937559,0.0,bli
2024-03-13,0,0.0,0,0.0,0,0.0,28937559,0.77,bli
2024-03-12,0,0.0,0,0.0,0,0.0,28937560,0.77,bli
2024-03-11,300,0.0,300,0.0,0,0.0,28937559,0.0,bli
2024-03-08,0,0.0,0,0.0,0,0.0,28937559,0.0,bli
2024-03-07,300,0.0,300,0.0,0,0.0,28937559,0.0,bli
2024-03-06,-300,-0.0,0,0.0,300,0.0,28937859,0.0,bli
2024-03-05,0,0.0,0,0.0,0,0.0,28937860,0.77,bli
2024-03-04,0,0.0,0,0.0,0,0.0,28937859,0.0,bli
2024-03-01,0,0.0,0,0.0,0,0.0,28937859,0.0,bli
2024-02-29,0,0.0,0,0.0,0,0.0,28937860,0.77,bli
2024-02-28,0,0.0,0,0.0,0,0.0,28937859,0.0,bli
2024-02-27,0,0.0,0,0.0,0,0.0,28937859,0.0,bli
2024-02-26,0,0.0,0,0.0,0,0.0,28937860,0.77,bli
2024-02-23,0,0.0,0,0.0,0,0.0,28914659,0.0,bli
2024-02-22,-19200,-0.2,4000,0.04,23200,0.25,28918660,0.8,bli
2024-02-21,0,0.0,0,0.0,0,0.0,28918660,0.8,bli
2024-02-20,0,0.0,0,0.0,0,0.0,28918660,0.8,bli
2024-02-19,0,0.0,0,0.0,0,0.0,28918660,0.8,bli
2024-02-16,0,0.0,0,0.0,0,0.0,28918160,0.8,bli
2024-02-15,-500,-0.01,0,0.0,500,0.01,28918160,0.8,bli
2024-02-07,0,0.0,0,0.0,0,0.0,28918160,0.8,bli
2024-02-06,0,0.0,0,0.0,0,0.0,28918160,0.8,bli
2024-02-05,0,0.0,0,0.0,0,0.0,28917659,0.0,bli
2024-02-02,-500,-0.01,0,0.0,500,0.01,28917660,0.8,bli
2024-02-01,0,0.0,0,0.0,0,0.0,28917659,0.0,bli
2024-01-31,0,0.0,0,0.0,0,0.0,28917660,0.8,bli
2024-01-30,0,0.0,0,0.0,0,0.0,28917660,0.8,bli
2024-01-29,1400,0.02,1400,0.02,0,0.0,28917660,0.8,bli
2024-01-26,0,0.0,0,0.0,0,0.0,28919059,0.0,bli
2024-01-25,0,0.0,0,0.0,0,0.0,28919059,0.0,bli
2024-01-24,0,0.0,0,0.0,0,0.0,28919059,0.0,bli
2024-01-23,0,0.0,0,0.0,0,0.0,28919059,0.0,bli
2024-01-22,1000,0.01,1000,0.01,0,0.0,28919059,0.0,bli
2024-01-19,500,0.01,500,0.01,0,0.0,28920059,0.0,bli
2024-01-18,0,0.0,0,0.0,0,0.0,28920559,0.0,bli
2024-01-17,0,0.0,0,0.0,0,0.0,28920560,0.8,bli
2024-01-16,0,0.0,0,0.0,0,0.0,28920560,0.8,bli
2024-01-15,0,0.0,0,0.0,0,0.0,28920560,0.8,bli
2024-01-12,0,0.0,0,0.0,0,0.0,28920559,0.0,bli
2024-01-11,0,0.0,0,0.0,0,0.0,28920560,0.8,bli
2024-01-10,0,0.0,0,0.0,0,0.0,28920560,0.8,bli
2024-01-09,0,0.0,0,0.0,0,0.0,28920560,0.8,bli
2024-01-08,200,0.0,200,0.0,0,0.0,28920559,0.0,bli
2024-01-05,0,0.0,0,0.0,0,0.0,28920759,0.0,bli
2024-01-04,0,0.0,0,0.0,0,0.0,28920759,0.0,bli
2024-01-03,0,0.0,0,0.0,0,0.0,28920759,0.0,bli
2024-01-02,0,0.0,0,0.0,0,0.0,28920760,0.8,bli
2024-09-12,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-09-11,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-09-10,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-09-09,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-09-06,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-09-05,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-09-04,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-08-30,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-08-29,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-08-28,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-08-27,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-08-26,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-08-23,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-08-22,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-08-21,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-08-20,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-08-19,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-08-16,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-08-15,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-08-14,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-08-13,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-08-12,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-08-09,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-08-08,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-08-07,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-08-06,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-08-05,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-08-02,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-08-01,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-07-31,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-07-30,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-07-29,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-07-24,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-07-23,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-07-22,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-07-19,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-07-18,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-07-17,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-07-16,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-07-15,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-07-12,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-07-11,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-07-10,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-07-08,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-07-04,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-07-03,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-07-02,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-07-01,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-06-28,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-06-27,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-06-26,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-06-25,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-06-24,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-06-21,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-06-20,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-06-19,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-06-18,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-06-17,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-06-14,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-06-13,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-06-12,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-06-11,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-06-10,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-06-07,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-06-06,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-06-05,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-06-04,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-06-03,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-05-31,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-05-30,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-05-29,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-05-28,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-05-27,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-05-24,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-05-23,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-05-22,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-05-21,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-05-20,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-05-17,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-05-16,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-05-15,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-05-14,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-05-13,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-05-10,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-05-09,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-05-08,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-05-07,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-05-06,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-05-03,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-05-02,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-04-26,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-04-25,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-04-24,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-04-23,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-04-22,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-04-19,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-04-17,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-04-16,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-04-15,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-04-12,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-04-11,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-04-10,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-04-09,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-04-08,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-04-05,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-04-04,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-04-03,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-04-02,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-04-01,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-03-29,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-03-28,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-03-27,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-03-26,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-03-25,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-03-22,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-03-21,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-03-20,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-03-19,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-03-18,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-03-15,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-03-14,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-03-13,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-03-12,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-03-11,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-03-08,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-03-07,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-03-06,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-03-05,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-03-04,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-03-01,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-02-29,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-02-28,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-02-27,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-02-26,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-02-23,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-02-22,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-02-21,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-02-20,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-02-19,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-02-16,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-02-15,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-02-07,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-02-06,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-02-05,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-02-02,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-02-01,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-01-31,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-01-30,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-01-29,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-01-26,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-01-25,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-01-24,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-01-23,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-01-22,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-01-19,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-01-18,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-01-17,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-01-16,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-01-15,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-01-12,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-01-11,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-01-10,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-01-09,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-01-08,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-01-05,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-01-04,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-01-03,0,0.0,0,0.0,0,0.0,2449400,0.0,bln
2024-01-02,0,0.0,0,0.0,0,0.0,2449400,0.01,bln
2024-09-12,0,0.0,0,0.0,0,0.0,5462179,4.92,bmc
2024-09-11,600,0.01,600,0.01,0,0.0,5462179,4.92,bmc
2024-09-10,2500,0.05,2500,0.05,0,0.0,5462779,4.92,bmc
2024-09-09,0,0.0,0,0.0,0,0.0,5465279,4.9,bmc
2024-09-06,0,0.0,0,0.0,0,0.0,5465679,4.9,bmc
2024-09-05,0,0.0,0,0.0,0,0.0,5465679,4.9,bmc
2024-09-04,0,0.0,0,0.0,0,0.0,5465279,4.9,bmc
2024-08-30,-400,-0.01,0,0.0,400,0.01,5465079,4.9,bmc
2024-08-29,-200,-0.0,0,0.0,200,0.0,5465079,4.9,bmc
2024-08-28,300,0.01,300,0.01,0,0.0,5465079,4.9,bmc
2024-08-27,0,0.0,0,0.0,0,0.0,5465379,4.9,bmc
2024-08-26,2800,0.06,2800,0.06,0,0.0,5465379,4.9,bmc
2024-08-23,0,0.0,0,0.0,0,0.0,5464579,4.9,bmc
2024-08-22,-3500,-0.07,100,0.0,3600,0.07,5464579,4.9,bmc
2024-08-21,0,0.0,0,0.0,0,0.0,5464679,4.9,bmc
2024-08-20,0,0.0,0,0.0,0,0.0,5463179,4.92,bmc
2024-08-19,0,0.0,0,0.0,0,0.0,5463179,4.92,bmc
2024-08-16,-1400,-0.03,100,0.0,1500,0.03,5463179,4.92,bmc
2024-08-15,0,0.0,0,0.0,0,0.0,5463279,4.92,bmc
2024-08-14,0,0.0,0,0.0,0,0.0,5462079,4.92,bmc
2024-08-13,-1200,-0.03,0,0.0,1200,0.03,5455879,4.97,bmc
2024-08-12,-6200,-0.13,0,0.0,6200,0.13,5455879,4.97,bmc
2024-08-09,0,0.0,0,0.0,0,0.0,5450779,5.02,bmc
2024-08-08,-5100,-0.11,0,0.0,5100,0.11,5450579,5.02,bmc
2024-08-07,-200,-0.0,0,0.0,200,0.0,5450379,5.02,bmc
2024-08-06,-200,-0.0,0,0.0,200,0.0,5446779,5.05,bmc
2024-08-05,-3100,-0.06,500,0.01,3600,0.07,5446779,5.05,bmc
2024-08-02,0,0.0,0,0.0,0,0.0,5447279,5.04,bmc
2024-08-01,0,0.0,0,0.0,0,0.0,5442679,5.08,bmc
2024-07-31,-4600,-0.09,0,0.0,4600,0.09,5442679,5.08,bmc
2024-07-30,-700,-0.01,0,0.0,700,0.01,5441919,5.09,bmc
2024-07-29,-700,-0.01,0,0.0,700,0.01,5440219,5.1,bmc
2024-07-24,0,0.0,0,0.0,0,0.0,5440219,5.1,bmc
2024-07-23,0,0.0,0,0.0,0,0.0,5440219,5.1,bmc
2024-07-22,600,0.01,600,0.01,0,0.0,5440219,5.1,bmc
2024-07-19,0,0.0,0,0.0,0,0.0,5440819,5.1,bmc
2024-07-18,0,0.0,0,0.0,0,0.0,5440819,5.1,bmc
2024-07-17,0,0.0,0,0.0,0,0.0,5440719,5.1,bmc
2024-07-16,-100,-0.0,0,0.0,100,0.0,5440619,5.1,bmc
2024-07-15,-100,-0.0,0,0.0,100,0.0,5440619,5.1,bmc
2024-07-12,0,0.0,0,0.0,0,0.0,5440419,5.1,bmc
2024-07-11,-100,-0.0,100,0.0,200,0.0,5440119,5.1,bmc
2024-07-10,200,0.0,500,0.01,300,0.01,5440219,5.1,bmc
2024-07-08,-1400,-0.02,0,0.0,1400,0.02,5438719,5.11,bmc
2024-07-04,100,0.0,100,0.0,0,0.0,5439319,5.11,bmc
2024-07-03,0,0.0,0,0.0,0,0.0,5439379,5.11,bmc
2024-07-02,500,0.01,500,0.01,0,0.0,5439379,5.11,bmc
2024-07-01,500,0.01,500,0.01,0,0.0,5439879,5.1,bmc
2024-06-28,700,0.01,700,0.01,0,0.0,5440379,5.1,bmc
2024-06-27,200,0.0,200,0.0,0,0.0,5441079,5.09,bmc
2024-06-26,0,0.0,0,0.0,0,0.0,5441279,5.09,bmc
2024-06-25,0,0.0,0,0.0,0,0.0,5441279,5.09,bmc
2024-06-24,1500,0.03,1500,0.03,0,0.0,5441279,5.09,bmc
2024-06-21,100,0.0,100,0.0,0,0.0,5442779,5.08,bmc
2024-06-20,0,0.0,0,0.0,0,0.0,5442879,5.08,bmc
2024-06-19,300,0.01,300,0.01,0,0.0,5442879,5.08,bmc
2024-06-18,100,0.0,100,0.0,0,0.0,5443179,5.08,bmc
2024-06-17,0,0.0,0,0.0,0,0.0,5443279,5.08,bmc
2024-06-14,0,0.0,0,0.0,0,0.0,5443279,5.08,bmc
2024-06-13,0,0.0,0,0.0,0,0.0,5443279,5.08,bmc
2024-06-12,0,0.0,0,0.0,0,0.0,5443179,5.08,bmc
2024-06-11,2800,0.05,2900,0.05,100,0.0,5442379,5.08,bmc
2024-06-10,0,0.0,0,0.0,0,0.0,5442579,5.08,bmc
2024-06-07,-3500,-0.06,0,0.0,3500,0.06,5442579,5.08,bmc
2024-06-06,0,0.0,0,0.0,0,0.0,5442379,5.08,bmc
2024-06-05,-200,-0.0,0,0.0,200,0.0,5441979,5.09,bmc
2024-06-04,-1000,-0.02,0,0.0,1000,0.02,5441779,5.09,bmc
2024-06-03,-600,-0.01,0,0.0,600,0.01,5440779,5.1,bmc
2024-05-31,0,0.0,0,0.0,0,0.0,5440779,5.1,bmc
2024-05-30,2000,0.03,2000,0.03,0,0.0,5440779,5.1,bmc
2024-05-29,200,0.0,200,0.0,0,0.0,5442779,5.08,bmc
2024-05-28,0,0.0,0,0.0,0,0.0,5442979,5.08,bmc
2024-05-27,100,0.0,100,0.0,0,0.0,5442979,5.08,bmc
2024-05-24,0,0.0,0,0.0,0,0.0,5445880,5.06,bmc
2024-05-23,0,0.0,0,0.0,0,0.0,5443079,5.08,bmc
2024-05-22,500,0.01,500,0.01,0,0.0,5439434,5.11,bmc
2024-05-21,-3100,-0.05,500,0.01,3600,0.06,5438934,5.11,bmc
2024-05-20,-700,-0.01,300,0.01,1000,0.02,5439434,5.11,bmc
2024-05-17,0,0.0,0,0.0,0,0.0,5439734,5.11,bmc
2024-05-16,2900,0.05,2900,0.05,0,0.0,5439680,5.11,bmc
2024-05-15,-300,-0.01,0,0.0,300,0.01,5442580,5.08,bmc
2024-05-14,0,0.0,0,0.0,0,0.0,5442280,5.08,bmc
2024-05-13,300,0.01,500,0.01,200,0.0,5441584,5.09,bmc
2024-05-10,-200,-0.0,300,0.01,500,0.01,5441784,5.09,bmc
2024-05-09,-300,-0.01,0,0.0,300,0.01,5440584,5.1,bmc
2024-05-08,-1500,-0.03,0,0.0,1500,0.03,5438784,5.11,bmc
2024-05-07,-1400,-0.03,400,0.01,1800,0.03,5438784,5.11,bmc
2024-05-06,6500,0.11,6500,0.11,0,0.0,5438184,5.12,bmc
2024-05-03,2400,0.04,3400,0.06,1000,0.02,5444484,5.07,bmc
2024-05-02,0,-0.0,200,0.0,200,0.0,5447884,5.04,bmc
2024-04-26,100,0.0,100,0.0,0,0.0,5448080,5.04,bmc
2024-04-25,1000,0.02,1000,0.02,0,0.0,5450503,5.02,bmc
2024-04-24,800,0.01,900,0.02,100,0.0,5451503,5.01,bmc
2024-04-23,700,0.01,700,0.01,0,0.0,5449974,5.02,bmc
2024-04-22,1400,0.02,1400,0.02,0,0.0,5449574,5.03,bmc
2024-04-19,2800,0.05,3900,0.07,1100,0.02,5454403,4.99,bmc
2024-04-17,400,0.01,400,0.01,0,0.0,5457203,4.96,bmc
2024-04-16,3200,0.06,3200,0.06,0,0.0,5454403,4.99,bmc
2024-04-15,200,0.0,200,0.0,0,0.0,5457603,4.96,bmc
2024-04-12,0,0.0,0,0.0,0,0.0,5458704,4.95,bmc
2024-04-11,0,0.0,0,0.0,0,0.0,5458604,4.95,bmc
2024-04-10,-100,-0.0,0,0.0,100,0.0,5457803,4.96,bmc
2024-04-09,-700,-0.01,0,0.0,700,0.01,5457703,4.96,bmc
2024-04-08,0,0.0,0,0.0,0,0.0,5457003,4.97,bmc
2024-04-05,0,0.0,0,0.0,0,0.0,5457804,4.96,bmc
2024-04-04,-100,-0.0,0,0.0,100,0.0,5457003,4.97,bmc
2024-04-03,-1000,-0.02,0,0.0,1000,0.02,5456803,4.97,bmc
2024-04-02,0,0.0,0,0.0,0,0.0,5455903,4.97,bmc
2024-04-01,0,0.0,0,0.0,0,0.0,5456803,4.97,bmc
2024-03-29,500,0.01,500,0.01,0,0.0,5455903,4.97,bmc
2024-03-28,-900,-0.02,0,0.0,900,0.02,5455713,4.98,bmc
2024-03-27,-400,-0.01,300,0.01,700,0.01,5455113,4.98,bmc
2024-03-26,-400,-0.01,200,0.0,600,0.01,5455313,4.98,bmc
2024-03-25,200,0.0,200,0.0,0,0.0,5455613,4.98,bmc
2024-03-22,400,0.01,400,0.01,0,0.0,5454713,4.98,bmc
2024-03-21,400,0.01,400,0.01,0,0.0,5455113,4.98,bmc
2024-03-20,0,0.0,0,0.0,0,0.0,5455513,4.98,bmc
2024-03-19,0,0.0,0,0.0,0,0.0,5456613,4.97,bmc
2024-03-18,0,0.0,0,0.0,0,0.0,5450413,5.02,bmc
2024-03-15,-6100,-0.12,100,0.0,6200,0.12,5455513,4.98,bmc
2024-03-14,100,0.0,100,0.0,0,0.0,5449413,5.03,bmc
2024-03-13,-900,-0.02,200,0.0,1100,0.02,5449513,5.03,bmc
2024-03-12,100,0.0,100,0.0,0,0.0,5449713,5.02,bmc
2024-03-11,300,0.01,300,0.01,0,0.0,5449813,5.02,bmc
2024-03-08,-1500,-0.03,500,0.01,2000,0.04,5450113,5.02,bmc
2024-03-07,0,0.0,0,0.0,0,0.0,5448613,5.03,bmc
2024-03-06,-2600,-0.06,600,0.01,3200,0.07,5448613,5.03,bmc
2024-03-05,2000,0.04,2100,0.04,100,0.0,5445613,5.06,bmc
2024-03-04,-300,-0.01,0,0.0,300,0.01,5448013,5.04,bmc
2024-03-01,0,0.0,0,0.0,0,0.0,5447713,5.04,bmc
2024-02-29,0,0.0,0,0.0,0,0.0,5447713,5.04,bmc
2024-02-28,0,0.0,0,0.0,0,0.0,5446713,5.05,bmc
